Exited,Tenure,NumOfProducts,Age,EstimatedSalary
0,5,2,35,100365.51
0,6,2,50,124151.37
0,8,2,29,112664.24
0,6,2,34,183494.87
1,8,1,51,198810.65
1,4,1,53,131259.6
1,1,1,68,116471.14
0,9,1,29,15336.4
0,2,2,45,99593.28
0,10,1,40,170514.21
1,0,1,44,34265.08
1,3,2,37,106977.53
0,10,2,44,164287.86
0,8,2,37,25292.53
1,4,1,38,51820.87
0,5,2,38,81452.29
0,8,2,33,1354.25
1,7,1,34,71379.92
0,3,2,46,154137.33
1,8,1,61,64308.49
0,2,2,29,31613.35
0,5,1,34,27738.01
0,3,1,59,163570.25
0,7,1,38,193878.51
0,2,1,63,147545.65
0,5,2,38,195906.59
0,7,2,50,178458.86
0,8,2,29,156125.72
0,3,2,33,11159.19
0,2,2,44,45738.94
0,3,2,30,140650.19
0,3,3,29,4733.94
0,3,1,25,10579.72
0,8,2,26,179655.87
0,2,1,42,77502.56
0,10,1,38,145759.93
0,1,1,32,56246.72
0,8,1,36,151335.24
0,0,1,38,179833.45
0,2,1,28,191627.85
0,4,1,36,173016.46
0,1,2,31,58469.75
0,2,1,23,28038.28
1,3,3,46,159576.75
0,9,2,37,151280.96
0,4,2,29,139953.94
0,4,1,35,105407.79
0,1,2,42,56865.62
0,10,1,41,198072.16
0,7,2,41,137791.18
0,9,2,47,103787.28
0,10,1,27,30912.89
0,2,2,26,78651.55
1,8,1,45,123309.57
0,5,1,79,174118.93
0,9,2,29,85736.26
0,6,2,42,121138.77
0,5,2,35,84199.78
0,8,1,29,181224.56
0,9,2,34,141230.07
0,0,1,38,158111.71
0,8,1,25,130639.01
0,7,2,37,17040.82
0,10,2,34,25662.27
0,6,1,35,193360.69
0,5,2,37,121485.1
0,10,2,29,162452.65
0,6,1,31,141137.53
1,4,3,41,185541.2
0,9,1,38,118383.18
0,1,1,49,8214.41
1,8,2,49,46521.45
0,2,2,50,10772.13
1,9,1,43,199290.68
1,4,3,42,85983.54
0,9,1,45,129870.93
0,9,2,30,63158.22
0,5,2,43,171070.52
1,0,2,39,53222.15
1,2,3,55,179834.45
0,0,1,37,114514.64
0,5,1,46,139162.15
0,7,1,29,50249.16
0,8,2,20,113469.65
0,9,2,29,147484.13
1,9,1,45,191448.96
0,5,2,26,119381.41
0,2,2,58,33277.31
0,9,2,20,73107.53
1,3,1,58,96590.39
0,7,1,44,1834919
1,3,1,51,176403.33
0,1,1,32,64349.6
0,9,1,37,116097.26
0,9,1,55,29861.13
0,6,1,28,48426.98
0,8,1,33,32770.56
0,1,2,26,117060.2
0,4,1,28,136197.65
0,1,1,47,27438.83
1,8,1,60,192156.54
1,1,3,49,69409.37
0,4,1,38,58440.43
0,10,2,31,192519.39
0,3,1,40,144874.67
0,3,2,37,175373.46
0,5,1,26,440.2
0,0,2,35,76637.38
0,2,1,27,49480.66
0,8,1,29,10417.87
0,7,1,46,67976.57
1,8,1,54,140929.98
0,5,2,54,47139.06
1,8,2,38,126241.4
0,3,2,38,22614.19
0,2,1,42,48498.19
0,9,2,38,103511.26
0,7,1,40,122073.48
0,9,1,66,65535.56
0,6,1,37,160060.9
1,10,1,55,155879.57
0,4,2,40,194416.58
0,10,2,64,21630.21
1,6,4,51,157143.61
0,6,1,34,52796.31
1,4,1,47,121798.52
0,4,2,29,41104.82
0,9,2,32,10604.48
0,5,2,48,78563.66
1,2,1,31,170821.43
0,3,1,25,113266.09
0,1,1,38,171768.76
0,2,2,32,54416.18
0,9,1,38,130755.34
0,3,2,70,141180.66
0,1,1,49,183421.76
0,0,1,37,132770.11
0,3,1,35,24400.37
0,10,2,36,180318.6
0,9,2,29,111565.45
0,4,2,42,37377
0,3,2,42,82565.01
0,5,1,33,121789.3
0,0,1,50,193785.87
0,9,1,55,64593.07
0,9,1,69,196993.69
0,6,2,44,175518.31
0,9,1,46,17268.02
0,7,2,31,60901.72
0,10,2,36,100750.03
0,4,2,36,195224.91
0,7,1,33,3510.18
0,6,1,43,81250.79
1,7,2,29,91844.14
0,8,1,30,80676.83
0,7,2,31,129912.74
0,4,2,31,142029.17
0,2,2,39,137651.6
0,2,2,37,33877.29
0,9,1,38,78744.39
0,7,2,34,96734.46
0,9,2,29,164756.81
0,6,1,28,164394.65
1,5,1,27,162501.83
0,7,2,22,10541.38
0,6,2,34,59325.21
0,8,2,43,178187.28
0,5,1,35,142626.49
1,2,1,31,181893.31
0,1,2,38,156858.2
0,4,2,28,33074.51
1,9,1,39,50072.94
0,9,2,32,111340.36
1,2,2,30,100496.84
0,4,3,30,101371.05
0,5,2,41,180934.67
0,5,2,36,105152.17
0,1,1,58,706.5
0,8,2,39,101168.9
0,9,1,29,6795.61
0,4,2,27,196111.35
0,2,1,38,171960.76
0,7,1,22,177497.4
0,8,2,71,147995.96
0,1,1,40,36209.1
0,3,2,27,143614.01
0,9,2,42,14828.54
0,1,1,36,154775.7
1,6,1,22,70529
0,1,1,30,57896.27
0,8,1,33,69759.91
0,8,1,28,89938.08
0,3,1,38,89578.32
0,10,2,37,73464.88
0,7,2,38,138542.87
0,2,1,38,161888.63
0,7,2,35,86937.2
0,4,2,22,42241.54
1,5,1,55,121207.66
0,4,1,29,102930.46
1,3,2,57,65121.63
1,3,1,24,78498.04
0,3,1,43,104769.96
0,5,1,28,96498.14
0,4,2,20,38691.34
0,7,1,38,164804.02
1,9,3,37,104152.65
0,4,2,29,88866.92
0,7,1,22,129890.94
0,7,1,72,179258.67
0,3,1,43,72051.44
0,7,2,66,74580.8
0,1,1,39,123995.15
0,3,2,23,38960.59
0,10,1,29,94951.27
0,8,2,35,56642.97
0,5,2,40,50783.1
1,6,3,38,9149.96
1,5,1,46,21006.1
1,4,1,49,33759.41
1,1,1,41,196622.28
1,9,4,68,176353.87
0,2,2,29,176943.59
0,8,1,26,177966.24
0,3,1,30,162198.32
0,3,1,44,197643.24
0,1,1,24,60420.07
0,1,2,41,70550
1,0,1,40,198798.44
1,10,1,37,126310.39
0,5,2,43,64515.5
0,7,2,38,158580.05
0,2,2,32,129353.21
0,5,1,59,137273.97
0,3,1,39,171575.54
1,9,1,44,96528
0,9,2,24,64421.02
0,5,2,39,158444.61
0,7,2,44,66548.58
0,9,2,27,108008.05
0,8,1,20,128268.39
1,1,2,63,37464
1,1,1,48,157381.14
0,1,3,31,194257.11
0,1,1,38,139059.05
0,2,1,52,40893.61
0,3,2,35,40261.49
0,9,1,26,46203.31
0,8,1,30,13126.9
0,1,2,41,165675.01
1,5,3,44,1300081
0,5,2,27,131919.48
0,7,1,31,182372.35
0,4,2,26,147600.54
0,1,2,28,92865.41
1,6,1,34,67142.97
0,9,2,33,65611.01
1,6,1,40,138564.48
1,6,1,47,187391.02
0,9,1,32,33656.35
0,8,2,43,100618.17
0,8,2,42,198134.9
0,4,2,29,50368.87
0,1,2,40,108787
1,0,1,31,33099.41
0,7,1,40,124550.88
1,3,1,28,5159.21
0,3,2,31,48228.1
0,8,1,32,108798.36
0,4,1,23,21085.12
0,3,1,51,28922.25
1,1,1,53,62514.65
0,1,1,41,177506.66
0,1,2,38,90605.05
0,2,2,30,132029.95
0,5,1,19,176903.35
1,9,1,56,29239.29
0,2,1,32,153662.88
0,6,2,28,154389.18
0,10,2,41,166224.39
0,9,1,32,21646.2
0,6,1,29,171037.63
1,6,1,44,112649.22
1,8,3,51,193014.26
0,6,2,36,118120.88
0,1,1,71,25650.04
0,6,2,33,113048.79
0,2,2,39,87372.49
0,9,1,39,146651.99
0,9,2,25,8227.91
0,6,2,42,57034.35
0,1,2,27,93003.21
1,9,1,51,165574.54
1,7,1,49,13566.48
0,1,1,31,82796.29
0,5,1,36,119830.08
1,9,1,42,72155.85
0,0,2,40,62762.12
0,8,2,48,183235.33
0,5,2,72,105206.48
1,10,3,45,22512.44
0,5,1,36,122305.91
0,5,1,40,173617.09
0,1,1,37,160670.37
0,0,1,31,158958.9
0,1,2,25,93073.04
0,3,1,36,67238.01
0,0,1,25,172576.56
0,7,2,40,122580.48
0,5,1,32,149043.78
0,5,2,31,105218.45
1,0,1,43,78463.99
1,6,2,59,160849.43
0,8,2,25,87834.24
0,2,1,27,166317.71
0,3,2,41,137309.06
0,9,1,29,166984.44
1,2,1,46,166996.46
0,3,1,29,188022.44
0,1,1,33,194467.23
0,2,2,24,125449.47
0,8,1,39,137452.57
1,4,1,55,123475.88
1,5,3,57,38941.44
1,9,1,34,177852.57
1,4,1,55,31532.96
0,0,1,42,136377.21
0,4,1,51,130541.1
0,1,1,47,65636.92
0,7,2,47,193305.35
0,5,2,25,47307.9
0,6,2,34,100809.99
0,1,1,31,109145.2
1,1,1,32,91167.19
1,3,1,41,175295.89
0,3,2,32,127433.47
1,9,2,57,71167.17
0,2,1,41,111184.67
0,1,2,23,141756.32
1,6,1,35,72678.75
0,4,1,31,172832.9
0,1,1,29,158086.33
1,2,1,47,168184.62
0,5,2,31,72950.14
0,7,2,39,48378.4
1,1,1,42,23135.65
0,10,2,35,65675.47
0,9,2,46,170676.67
0,1,2,37,27366.77
1,5,3,51,152479.64
0,2,2,33,105383.49
0,2,2,39,48189.94
0,5,3,42,100324.01
0,5,1,41,65657.29
1,3,1,62,17682.02
1,8,1,52,111342.66
1,6,2,41,134158.09
1,3,1,33,79176.09
0,5,2,39,83103.46
0,6,2,30,63908.86
0,10,1,23,90896.04
0,7,1,38,76076.2
0,1,1,38,103902.11
0,1,2,72,142223.94
0,2,2,27,147533.09
0,7,1,21,169156.64
0,0,2,36,141242.57
0,9,2,32,149458.73
0,6,1,40,86950.72
0,4,2,28,176925.69
0,1,1,28,40357.39
1,6,1,36,26687.22
1,9,4,48,78702.98
0,10,2,22,176163.74
1,1,1,54,1094574
0,4,2,32,114899.13
1,1,3,38,92220.12
0,8,2,27,1589231
1,2,2,44,43018.82
0,8,2,32,27548.06
0,0,1,44,120454.2
0,5,1,48,133961.19
0,9,2,42,131753.97
0,7,2,40,38019.74
1,3,1,44,28144.07
0,8,1,35,45959.86
0,5,2,30,189528.72
0,10,2,47,170481.98
0,4,2,37,94845.45
0,7,1,22,161253.08
0,4,1,37,115260.72
0,2,2,64,60721.4
0,6,1,47,121365.45
0,1,2,37,101693.73
0,0,2,54,54132.93
0,7,1,28,10666.05
0,4,2,28,41227.67
0,7,2,40,10712.82
1,2,1,48,98912.69
0,6,2,42,197202.48
0,1,2,40,150720.39
0,1,1,28,74780.13
0,8,2,50,79377.45
0,1,2,32,8763.87
0,3,1,35,177112.7
1,4,1,56,85016.64
0,5,2,28,88689.4
0,7,2,39,95985.64
0,1,1,31,166792.71
0,6,2,35,68730.91
1,9,1,44,146891.07
0,8,2,44,148727.42
0,1,1,36,43134.58
0,3,2,36,40318.33
0,2,2,35,97633.93
0,7,2,48,65069.03
0,7,2,24,166335
0,8,1,25,121904.44
0,0,1,51,175235.99
0,2,1,37,56185.05
0,5,2,32,131625.14
0,4,1,33,152323.04
0,2,2,34,165840.94
0,6,1,30,176692.65
0,7,1,34,121904.14
0,4,2,61,123663.63
1,2,1,43,119644.59
0,1,1,29,66825.33
1,10,1,43,94875.03
0,1,1,28,76304.73
0,5,2,33,39755
0,2,2,36,180142.42
0,8,2,28,83238.4
0,9,1,50,1160986
1,5,1,44,132424.69
0,7,1,46,109057.56
0,6,2,33,115676.61
0,4,2,43,149401.33
1,1,2,45,89891.4
0,4,2,25,82500.84
0,5,1,39,6416.92
1,9,1,45,189428.75
0,9,2,34,178833.34
0,10,1,62,42766.03
0,2,1,35,90883.12
0,7,2,36,80619.09
0,5,2,41,120646.4
0,2,2,31,41409.36
0,5,1,29,112317.89
0,6,1,36,152128.36
0,2,1,36,177670.57
0,1,3,41,189159.97
0,3,1,32,159403.68
0,1,1,33,149536.15
0,5,2,45,155492.87
0,4,2,21,24847.02
0,1,2,25,115387.4
1,10,2,39,171971.25
0,4,1,42,126106.4
0,3,1,38,28228.35
0,9,2,34,138113.71
0,5,1,42,43018.98
1,1,2,47,83611.45
0,2,2,34,118863.38
0,9,2,44,91947.74
0,3,1,35,94488.82
0,8,2,34,47058.21
1,1,1,44,44719.5
0,2,2,46,174478.54
0,1,1,28,45611.51
1,2,1,45,73853.94
0,4,2,38,196517.43
0,5,2,41,92914.67
0,9,1,35,31372.91
0,7,1,35,109733.73
0,8,1,33,36083.96
0,2,2,78,188435.38
1,6,2,36,169963.2
0,7,1,35,69320.97
0,9,2,31,36145.53
1,8,1,48,137702.01
0,10,2,35,71594.26
0,1,2,42,65565.92
0,8,1,36,101828.39
0,3,1,35,39546.32
0,8,2,27,110805.79
0,9,1,47,2168.13
0,8,1,31,190067.12
0,3,1,40,77789.01
0,10,1,24,127654.37
0,2,2,32,79602.86
0,7,2,53,80619.17
0,0,2,34,160346.3
1,3,1,40,109638.78
0,3,2,75,1276.87
0,9,2,33,49374.82
1,1,2,48,31580.8
0,0,1,32,20560.69
0,2,1,37,84584.69
0,8,2,33,15246.83
1,6,1,65,32607.77
0,2,2,28,155846.69
0,3,1,37,3232.82
0,8,2,33,177668.55
0,6,2,39,134441.6
1,1,1,43,111032.79
0,6,1,61,45214.04
0,1,1,37,67208.3
0,6,2,37,80985.88
0,4,1,35,167573.06
0,0,2,53,160110.65
0,10,2,51,127825.25
0,4,1,49,123535.05
0,2,1,38,41595.3
0,4,2,32,97628.08
0,8,2,34,91359.79
0,6,1,34,97755.29
0,3,1,31,182528.44
0,9,2,33,142956.48
0,4,1,44,10789.3
0,8,2,29,130461.09
1,8,3,32,190994.48
0,3,2,45,159463.8
0,10,1,41,57589.29
0,9,2,28,40437.67
0,3,1,39,56459.45
1,0,1,43,39920
0,3,1,51,148798.45
1,2,1,35,63737.19
0,3,1,38,154997.64
0,6,2,42,34777.23
0,6,1,33,93718.16
0,9,2,32,133112.41
1,7,1,38,175479.92
0,2,2,38,96.27
0,3,2,33,30804.68
0,6,1,44,197193.49
0,10,2,26,96792.15
0,3,2,41,132719.8
0,3,2,31,112157.31
0,0,2,38,38015.34
0,6,2,39,164018.98
0,6,2,40,46774.94
0,5,2,39,189664.43
1,3,1,34,26106.39
1,5,1,36,191535.11
0,4,1,35,158937.55
1,2,1,56,25222.6
0,9,1,42,29296.74
0,5,1,46,54394.28
0,2,2,39,2678842
0,5,1,35,26796.73
0,3,1,42,11796.89
0,1,2,28,128461.29
0,7,2,38,14278.18
0,0,2,36,46811.77
1,2,3,35,109393.19
1,3,3,38,754713
0,6,1,34,63173.64
0,8,1,29,66367.33
0,9,2,36,16274.67
0,2,2,40,180553.48
1,4,1,65,107563.16
0,5,1,62,100941.57
0,5,2,50,110230.4
0,8,2,22,142331.85
0,2,2,30,199099.51
0,5,2,67,85890.16
0,3,1,38,143938.27
0,8,2,31,131644.41
0,9,2,31,112395.98
0,2,2,38,71856.3
0,2,2,25,35770.84
0,1,2,37,124364.63
0,6,2,35,78101.29
1,9,1,37,143096.49
0,10,2,25,14073.11
0,5,2,38,47388.41
0,6,2,19,72306.07
1,7,1,50,184839.7
0,6,1,40,47886.44
0,4,1,33,130474.03
1,9,3,35,73181.39
0,6,1,42,65706.86
0,7,1,57,104379.36
1,5,1,50,192146.63
0,7,2,37,66977.68
0,9,1,44,158742.81
0,1,1,50,189414.74
0,1,2,39,159130.32
0,0,1,49,97640.2
0,5,1,58,86022.09
1,8,1,52,10014.72
0,7,3,41,17384.21
0,1,1,27,143315.57
0,4,3,40,31669.18
0,5,2,28,12761.16
0,6,1,42,93429.95
0,1,1,31,42012.55
0,7,1,32,15798.7
0,3,2,46,56408.14
0,8,1,29,4696.44
0,2,2,26,25042.1
1,4,1,43,130442.08
0,10,1,38,136521.82
0,7,2,41,199108.88
0,6,2,31,124596.63
0,4,2,44,134394.78
0,10,1,38,144275.39
0,6,2,42,123410.23
0,1,1,45,143298.06
0,7,1,60,129562.74
0,7,2,35,984451
0,4,1,29,146715.07
0,3,2,44,163558.36
0,4,2,28,1843624
0,9,2,37,9170.54
0,5,1,40,199674.83
1,5,1,44,157166.79
0,2,2,28,46072.52
0,2,2,38,3524.69
0,1,1,27,45563.94
0,3,2,33,59103.13
0,8,2,29,189558.44
0,7,2,38,45779.9
0,8,1,61,21859.06
1,2,2,24,162699.7
0,2,2,42,8567.18
0,4,1,41,132943.88
1,6,1,36,12916.32
0,8,1,37,128799.86
1,5,1,42,99347.8
1,9,1,35,40980.87
0,5,1,19,40368.65
0,7,1,35,94738.54
0,6,2,29,88842.8
0,10,1,36,136934.91
0,0,1,61,109356.53
0,9,2,29,199635.93
0,2,1,41,158408.23
0,3,2,43,95936.84
1,1,1,63,126688.83
0,9,2,27,150850.29
0,0,1,30,27802
1,9,1,41,32430.94
1,2,1,52,137332.37
0,4,1,68,28601.68
0,5,2,26,108411.66
0,7,2,40,122518.5
0,2,2,38,2598883
1,4,1,71,94433.08
0,9,2,33,110371.84
1,7,1,60,141364.62
0,8,2,34,16245.25
1,7,1,42,108348.94
0,7,2,33,171668.2
0,8,2,32,67364.42
0,6,2,73,107867.38
0,5,2,29,194310.1
0,5,2,34,33950.08
0,8,2,28,197588.32
0,3,1,26,428.23
0,6,2,26,34948.77
0,9,1,32,82084.3
0,9,2,33,64804.59
0,4,2,33,83556.65
1,6,1,30,71926.28
0,2,1,39,122925.44
0,9,2,29,13133.88
1,1,1,61,62845.64
0,3,1,25,28411.23
1,3,1,47,28640.92
1,6,1,46,156787.34
0,6,2,37,125307.87
0,6,2,23,131736.23
0,4,1,50,128262.14
0,4,2,39,91366.42
0,5,1,44,82290.81
0,6,2,30,66190.21
0,4,1,32,23920.65
0,6,1,31,45438.38
0,7,2,46,93360.35
0,7,2,41,14496.67
0,5,2,39,168521.72
0,9,2,64,103318.44
0,6,1,35,87219.41
1,3,4,41,197490.39
1,4,1,49,126812.63
0,7,2,36,94283.09
0,8,1,42,46857.52
1,6,1,45,81491.7
0,5,2,40,129107.97
0,9,1,48,49732.9
0,9,2,25,88728.47
0,3,2,60,86981.45
0,9,1,39,3740.93
0,5,2,34,67949.32
0,2,1,35,147636.46
1,9,1,35,188891.96
0,10,2,47,25482.62
0,10,2,39,18391.93
0,9,2,31,140168.36
0,1,2,37,161064.29
0,5,1,37,183542.08
0,7,2,37,194238.92
0,1,1,27,7900.46
0,6,1,46,51424.29
1,5,2,49,152450.84
0,3,2,34,55816.2
0,6,2,26,32909.13
0,5,1,40,100637.07
0,1,1,33,142911.99
0,8,1,46,26287.21
1,8,1,38,60775.76
0,10,2,41,146257.77
0,10,1,43,28332
0,4,2,29,100919.19
1,7,1,45,102591.9
0,8,2,40,25554.4
1,7,1,22,152107.93
0,8,1,54,69381.05
0,4,2,44,101728.46
0,3,2,31,89040.61
0,2,2,35,16910.98
0,8,1,38,150468.35
0,1,1,30,177613.19
0,8,1,34,120672.09
0,9,1,42,77142.85
1,2,1,61,127804.66
0,0,1,38,158344.63
0,1,1,43,167179.48
0,3,2,32,15404.64
0,7,1,41,156036.19
0,8,1,34,144725.14
0,8,1,45,22558.74
0,8,2,29,147342.03
1,9,3,37,85470.45
0,6,1,40,194656.11
0,3,2,36,48505.1
0,6,2,41,101491.23
0,9,2,45,164117.69
0,9,1,50,124626.57
0,7,2,28,34490.06
0,3,2,32,90967.37
1,4,2,44,24208.84
0,8,2,37,174873.09
0,7,1,23,170262.97
0,3,2,31,112289.06
0,5,1,39,93783
0,6,2,32,150026.79
0,0,1,34,102036.82
0,3,2,30,898.51
0,5,1,40,95124.4
0,2,2,45,11514.39
0,2,1,36,27468.72
0,0,1,29,37092.43
0,8,1,51,171587.9
0,1,1,44,80828.78
0,8,1,35,169287.99
0,8,1,36,13197.44
0,1,2,31,54439.53
0,9,1,49,38186.85
1,8,1,39,27274.6
0,8,1,66,65758.19
0,0,2,36,97767.63
1,2,1,40,115468.84
0,10,1,42,98293.14
0,6,1,36,182059.28
0,8,2,33,128538.05
0,7,2,71,108841.83
0,2,2,29,18581.84
0,4,2,48,146821.42
0,5,2,40,100727.68
0,4,2,26,39356.38
1,10,2,42,169921.11
1,1,1,55,42364.75
0,7,2,27,28823.04
1,6,3,42,182436.81
0,5,1,38,115700.2
0,8,2,32,16725.53
0,5,2,57,56875.76
0,8,2,39,56214.09
0,4,2,45,193412.05
0,10,2,37,83263.04
0,0,1,54,13404.4
1,3,1,45,184474.15
0,9,1,30,121124.53
1,1,1,50,152567.75
0,10,2,35,10722.54
0,2,2,38,58010.98
1,5,2,35,163440.8
0,1,1,38,102606.92
0,1,1,47,80591.18
0,9,2,33,177362.45
1,2,1,60,120257.7
0,4,1,32,180622.02
0,7,2,42,130404.53
0,6,1,38,147797.54
0,3,1,41,57844.26
0,5,2,30,162523.66
0,1,2,40,54495.82
0,4,2,41,169183.66
0,1,1,43,80262.91
0,9,1,69,8751.59
0,6,2,34,102628.98
0,5,1,29,94823.95
0,4,1,37,90821.66
1,7,2,47,153194.32
0,2,2,35,87310.59
1,7,1,51,146411.41
1,1,3,36,74048.1
1,8,1,62,23386.77
0,0,2,29,92898.17
0,9,2,35,45956.05
0,8,3,37,71738.56
0,9,1,32,103560.98
0,4,2,37,52367.29
1,8,1,27,152916.05
0,6,1,26,4410.77
1,9,1,49,74771.22
1,2,2,32,193817.63
0,5,1,37,26793.82
0,10,2,29,32526.64
0,6,1,35,824
1,3,1,51,85250.77
0,0,2,40,83508.93
0,4,2,71,173599.38
1,1,1,49,79342.31
0,9,1,38,57600.66
0,4,2,21,56191.99
0,5,2,29,6770.44
0,9,1,33,101694.67
0,1,2,29,69113.14
1,4,1,45,172674.36
0,0,2,33,26606.28
0,2,1,51,53353.36
0,6,1,22,63747.51
0,3,2,33,190112.05
0,3,1,22,110317.39
1,5,3,40,148623.43
0,5,2,34,125253.46
1,1,1,46,101954.78
0,6,2,31,168462.26
1,7,1,56,26215.85
1,10,1,30,97045.32
0,7,1,38,53534.8
0,4,2,37,2574628
0,3,1,48,163116.75
0,4,2,40,140745.91
0,3,1,40,171515.84
0,9,2,32,150803.44
0,4,1,39,76884.05
1,8,2,53,170454.93
0,3,2,62,143104.3
0,5,1,46,55701.62
0,2,1,31,186370.3
0,2,1,43,24275.32
1,2,1,33,50774.81
0,7,2,21,154279.87
1,9,1,40,68462.59
0,2,2,19,91036.74
0,6,2,33,83681.97
0,2,1,39,199484.96
0,6,2,26,152491.22
0,10,1,36,134875.37
0,6,2,41,184366.14
0,0,2,28,189839.93
0,0,2,31,175643.44
1,9,1,55,3268.17
0,2,1,38,47089.72
0,10,2,38,46562.02
0,3,2,29,62487.97
0,5,1,40,181598.25
1,0,1,33,64815.05
1,3,1,54,70196.23
0,2,2,31,160383.47
0,4,1,38,35848.12
0,1,2,34,87278.48
0,3,1,35,94498.82
0,10,1,48,133486.36
0,1,2,39,73107.6
0,7,2,37,195333.98
0,1,1,30,121525.48
0,2,1,23,173843.21
0,2,1,34,185227.42
0,2,2,27,125244.18
0,4,3,27,163113.41
0,1,1,42,123006.91
0,9,2,40,40463.03
1,4,1,29,131363.57
1,6,4,45,188305.85
0,5,2,30,143994.86
0,4,1,32,89368.59
0,7,2,66,158365.89
1,9,1,46,78753.12
0,6,2,33,100408.31
0,6,1,39,24677.54
0,4,2,33,39570.78
0,6,1,38,155665.76
0,2,1,42,168294.27
0,7,2,27,87908.01
1,10,2,47,191198.92
0,2,2,39,191207.03
0,1,1,31,128954.05
0,2,1,28,59905.29
0,8,2,49,162012.6
0,6,2,36,19231.98
0,10,1,54,175749.36
1,3,3,44,60533.96
1,9,1,48,137508.42
0,1,2,39,189430.86
0,8,1,39,6723.66
1,7,2,53,41371.68
1,3,1,43,125140.72
0,8,1,36,143683.75
0,3,2,32,170770.44
0,5,2,30,157397.57
1,7,1,46,50595.15
0,2,1,47,50390.98
1,4,1,41,163150.03
0,9,1,34,138280.17
0,2,2,37,135067.02
1,9,1,22,163534.75
0,8,2,31,86657.48
0,7,1,38,162087.82
0,4,2,30,28879.3
1,6,2,41,169203.51
0,0,2,33,102426.12
1,0,1,53,54676.1
0,7,2,55,18369.33
0,4,1,43,159888.1
0,3,2,40,167636.15
0,9,2,32,138889.15
0,7,1,45,199392.14
0,7,1,35,189560.43
1,8,1,44,17375.27
1,8,3,57,140225.14
0,7,2,41,61018.85
1,10,1,29,51907.72
0,7,1,31,47018.75
0,0,1,33,33700.52
1,9,1,39,59636.43
0,4,1,38,157147.59
0,6,1,76,191393.26
0,3,1,40,199862.75
0,7,2,33,20016.59
1,6,1,48,30635.52
0,5,2,32,117832.88
1,0,1,42,22497.1
0,7,1,40,747.88
0,6,1,35,76870.81
0,9,1,30,107848.24
0,9,1,43,103726.71
0,2,2,37,178268.36
0,1,1,28,126281.83
0,7,2,29,196651.72
0,1,1,35,1483676
0,5,2,37,21928.81
1,9,1,49,127022.87
0,5,1,37,162763.01
0,8,1,45,113950.51
0,6,2,44,104930.46
1,10,1,38,52337.97
0,6,1,40,179964.55
0,3,1,41,83753.64
0,0,2,24,182913.95
0,7,2,31,166720.28
0,7,2,37,192721.98
0,9,1,37,180241.44
0,6,2,28,48475.12
0,4,2,41,126551.48
0,7,1,33,64872.55
1,8,1,35,98031.53
0,7,1,25,93524.22
0,2,2,35,56991.66
1,10,1,53,183980.56
0,9,2,32,130234.63
0,3,1,27,32454.26
0,2,1,32,75396.43
0,7,2,45,167756.45
0,10,2,35,24799.47
0,5,1,59,60429.43
0,4,2,62,74241.09
0,4,2,20,78310.82
0,0,2,28,119419.37
0,6,1,31,91305.77
1,10,3,37,25136.95
1,5,1,30,193880.6
0,2,1,41,47856.78
0,7,1,19,4491.77
0,10,1,22,101311.95
0,9,2,24,38830.72
0,5,2,31,26817.23
0,3,1,28,199727.72
0,5,2,24,67445.85
0,5,2,33,161002.29
0,1,2,38,20778.39
1,1,1,45,41042.4
0,3,2,26,67484.16
0,4,1,37,121763.68
1,9,1,48,157358.43
0,4,1,59,110275.17
0,7,2,38,43801.27
0,2,1,34,9085
0,7,2,30,143086.09
0,9,2,35,100556.98
0,2,1,35,140000.29
0,4,1,52,186775.25
1,7,1,35,133570.43
1,0,1,33,154990.58
0,6,2,27,27654.44
0,3,1,46,137763.93
0,1,1,41,25723.73
0,3,2,44,186285.52
1,5,2,50,142208.5
1,9,1,44,169862.01
0,8,1,33,41365.85
0,2,2,40,30812.84
0,4,2,39,155023.93
0,5,2,36,159416.58
0,8,2,37,76259.23
0,1,2,34,105965.25
0,4,1,27,50743.83
0,5,2,32,147720.27
0,7,1,27,167387.36
0,5,2,26,95159.13
0,4,1,46,4654.28
0,8,1,45,130376.68
0,1,1,29,173486.39
0,6,2,31,93881.75
0,0,2,46,36376.97
0,1,2,37,128499.94
0,2,2,69,105898.69
0,9,2,40,11959.03
0,6,1,36,98810.78
0,0,2,41,65906.07
0,6,1,44,151516.7
0,4,2,45,37214.39
0,1,2,52,92033.98
0,4,2,42,195692.3
1,0,1,47,6342.84
0,9,1,23,95148.28
0,6,2,25,21215.67
0,4,1,31,19700.24
1,9,1,56,134396.64
0,3,2,44,135077.01
1,7,2,39,133600.89
1,5,1,47,99922.08
0,8,2,32,41399.33
0,7,1,31,159344.43
0,2,2,23,18364.19
1,7,1,37,98162.44
0,0,1,45,84663.21
0,6,2,34,36536.93
0,4,1,41,79101.67
0,2,2,52,16644.16
0,4,2,35,158420.14
0,8,1,52,48988.28
0,9,2,45,96862.56
0,5,2,36,96366.7
0,5,2,45,146123.19
0,3,2,42,135178.91
0,3,1,24,158615.41
0,2,1,37,71433.88
0,4,1,41,55672.09
0,9,1,31,150218.11
1,2,1,42,162734.31
1,8,1,52,21228.71
0,8,1,40,62027.9
1,1,1,38,60988.21
0,9,1,31,108675.01
1,7,1,45,72643.95
0,3,2,37,9241.52
1,9,1,27,153080.4
0,7,2,30,72196.57
0,2,2,27,199527.34
0,7,2,26,156598.23
0,2,1,33,74917.64
